,언론사,뉴스제목,본문내용,카테고리,이미지url,link,시간
0,세계일보,"네이버, '인터스피치 2022'에 정규 논문 8편 발표... 글로벌 수준 음성 AI 기술력 뽐냈다","‘인터스피치(Interspeech) 2022’ 산업 세션에서 발표하는 클로바 스피치 이찬규 리더. 네이버 제공

네이버는 세계 최고 권위의 음성신호처리 학회인 ‘인터스피치(Interspeech) 2022’에서 8편의 연구 논문을 발표하며, 글로벌 수준의 음성 AI 기술력을 입증했다고 26일 밝혔다.

올해로 23회를 맞은 ‘인터스피치’는 ICASSP와 함께 음성 AI 분야 세계 최대 규모 학회 중 하나로 꼽힌다.

매년 전 세계 수천명의 음성 AI 전문가들이 참석해 최신 연구 성과를 공유한다. 올해는 지난 18일부터 22일까지 인천 송도컨벤시아에서 개최됐다.

이번 인터스피치에서 네이버가 발표한 논문은 총 8편으로, 그 중 5편은 구두 발표에 채택됐다. 라인에서 발표한 논문까지 포함하면 발표 논문 개수는 12편에 달한다.

연세대, 카네기멜론대, 유레컴(EURECOM) 등 국내외 유수 연구기관과 수행한 공동 연구 논문도 다수 소개됐다.

특히 중장기 선행 연구뿐 아니라, 음성합성에 감정을 쉽게 적용하는 방법에 대한 연구, 화자인식 성능을 높이는 방법에 대한 연구, 음성인식 모델 학습 시 메모리를 효율화하는 방법에 대한 연구 등 서비스 적용 가능성이 높은 기술 연구 성과가 돋보였다. 현재 네이버는 클로바 스마트스피커, 클로바더빙, 클로바노트, 클로바 케어콜 등 다양한 AI 서비스에 음성 AI 기술을 활용하고 있다.

네이버는 정규 논문 발표 외에도 음성 AI 분야의 리더로서 학회의 다양한 세션에 주도적으로 참여했다.

화자 인증과 관련된 특별 세션인 ‘SASV(Spoofing-Aware Automatic Speaker Verification) 챌린지’는 네이버 연구진이 주축이 됐다.

이찬규 클로바 스피치 리더는 산업 세션 연사로 참여해 클로바의 음성인식 기술과 서비스를 전세계 연구자들을 대상으로 소개하기도 했다.

네이버는 이번 ‘인터스피치 2022’에 다이아몬드(Diamond) 스폰서로 참여해, 학회 기간 동안 부스를 운영하며 최신 기술 공유 및 우수 인력 확보에도 나섰다.

지난 19일 진행한 ‘NAVER Night’ 행사에는 60여명의 학생 연구자들이 참석해 네이버 연구진과 교류하는 시간을 가졌다.

정석근 네이버 클로바 CIC 대표는 “네이버는 5년 연속 인터스피치에서 인정받고 있는 우수한 음성 AI 기술력을 기반으로, 이용자들에게 혁신적인 AI 서비스를 제공하고 있다”면서 “앞으로도 우수한 음성 AI 기술력 확보를 위해 지속적으로 투자하며 네이버의 AI 리더십을 더욱 공고히 할 것”이라고 밝혔다.

한편, 네이버는 인터스피치를 포함해 ICML, CVPR, ECCV, NAACL 등 최고 권위의 글로벌 AI 학회에서 올해 이미 88편의 논문이 발표 및 채택되는 성과를 거두며, 이미 작년 한 해 기록(66편)을 넘어선 상태라고 덧붙였다.",IT 일반,https://imgnews.pstatic.net/image/022/2022/09/29/20220926506548_20220929222205793.jpg?type=w647,https://n.news.naver.com/mnews/article/022/0003739643?sid=105,2022.09.29. 오후 10:22
1,세계일보,"네이버 바이브, 오리지널 오디오무비 ‘극동’ 공개… 고도화된 음향 기술로 몰입감 더해","네이버 바이브가 오리지널 오디오무비 ‘극동’을 26일 오디오 탭에서 공개했다.

바이브가 ‘층’에 이어 두 번째로 선보이는 오디오무비 ‘극동’은 등장인물들이 방대한 비자금을 차지하기 위해 추격전을 벌이는 첩보 스릴러 콘텐츠다.

‘친구’, ‘극비수사’를 제작한 곽경택 감독의 연출과 배우 김강우, 유재명, 곽동연의 열연이 돋보인다.

총 9화로 전개되는 에피소드 중, 3회 분량이 26일 공개되고 매주 월요일 오전 10시에 새 에피소드가 업데이트될 예정이다.

특히 네이버 바이브는 돌비 래버러토리스의 협업을 통해 국내 오디오무비 콘텐츠 중 최초로 ‘돌비 애트모스(Dolby Atmos®)’ 공간 음향 기술을 적용했다.

제작 과정서부터 돌비 애트모스를 활용해 특정 소리가 발생하는 위치를 배치하고 제어한 연출로, 이용자는 오디오만으로도 총알이 날아오는 방향이나 자동차의 속도감을 생생하게 느끼며 콘텐츠에 몰입할 수 있다.

현장감 넘치는 오디오만으로 배우들의 연기와 스토리에 집중할 수 있어 새로운 차원의 ‘듣는’ 경험을 제공할 것으로 기대된다.

바이브는 지난 16일 연내 선보일 6종의 오리지널 콘텐츠를 공개한 바 있다. 오늘 공개된 ‘극동’에 이어 ▲마음 코칭 콘텐츠 ‘하지현 박사의 마음하트’ ▲미스터리 스릴러 장르의 세 번째 오디오무비 ‘리버스’ ▲홈 트레이닝 가이드 ‘UV와 따라와, 홈사이클’ ▲슬립가이드 시리즈로 가수 조권의 ‘Born This Way’와 배우 나인우의 ‘오늘, 너에게’까지 5편의 오리지널 콘텐츠를 추가로 선보이며 오디오 경쟁력을 높여갈 계획이다.

바이브는 지난해 12월 출시한 '오디오 탭'에서 오리지널 콘텐츠들을 선보일 예정이다. 오디오 탭을 통해 '뮤직 스트리밍' 서비스에서 나아가 '종합 오디오' 서비스로 외연을 넓히고 있다.

‘층’은 지난해 12월 공개된 이후 재생수가 450만회를 돌파할 만큼 이용자들에게 큰 호응을 얻었다. 오디오 탭이 신설된 후 바이브 앱 신규 설치율은 33% 증가했고, 바이브 앱 이용자 중 오디오 콘텐츠를 즐기는 이용자도 약 40%에 이른다.

네이버 오디오서비스 반경자 리더는 “바이브는 일상 속에서 가볍게 들을 수 있는 콘텐츠부터 온전히 몰입할 수 있는 콘텐츠까지 다방면으로 제공해왔다”며 “앞으로도 오리지널 라인업을 강화해 오디오 콘텐츠 시장에서 대세감을 이어나갈 계획”이라고 말했다.

한편, 오는 28일 오후 7시 곽경택 감독과 주연 배우들은 NOW.에서 진행되는 무비토크를 통해 ‘극동’ 제작 과정부터 비하인드 에피소드까지 다양한 이야기를 전할 예정이다. 이날 오후 8시부터는 바이브 파티룸을 통해 이용자들과 실시간으로 소통하는 자리도 마련했다.",IT 일반,https://imgnews.pstatic.net/image/022/2022/09/28/20220926506256_20220928210203756.jpg?type=w647,https://n.news.naver.com/mnews/article/022/0003739212?sid=105,2022.09.28. 오후 9:02
2,세계일보,"네이버클라우드, 행정안전부 현안 분석에 ‘클라우드 데이터 박스’ 지원","네이버클라우드는 행정안전부 통합데이터분석센터가 데이터 분석 서비스인 ‘클라우드 데이터 박스(Cloud Data Box)’로 분석한 현안 결과를 공개했다고 20일 밝혔다. 데이터 기반의 혁신을 민?관이 협력해 실질적으로 공유하는 첫 번째 사례라 의미가 깊다.

클라우드 데이터 박스는 안전한 빅데이터 분석 환경에서 네이버의 차별화된 데이터를 다각도로 분석해 인사이트를 발굴할 수 있는 종합 분석 서비스다. 네이버 사용자들이 검색 및 클릭한 키워드 데이터셋부터 AI 학습용 이미지 및 텍스트 데이터까지 축적된 데이터 자산을 활용하는 방식이다. 네이버클라우드에서만 분석할 수 있는 데이터셋을 기반으로 국민의 관심사 및 추이분석, 정책관련 키워드의 버즈량 분석 등이 가능하다. 보안 유지 및 데이터 임의 반출 제한도 철저해 데이터 분석 결과물을 제3자로부터 보호해준다.

행정안전부 통합데이터분석센터는 국민 관심사 및 사회 문제 징후를 사전에 포착해 데이터 기반 정책을 수립하고자 클라우드 데이터 박스를 활용한 검색어 분석을 시행하고 있다. 얼마전, 유가 급등과 관련해 가짜 석유에 대한 관심이 급증했으며 재난지원금을 현금으로 불법 할인하는 시도가 있음을 파악했다. 행정안전부는 이를 유관기관과 공유해 부적절한 유통 경로 점검을 강화하고 사전 차단 대책을 마련할 방침이라고 밝힌 바 있다. 이밖에도 코로나 일상회복 전후 국민들의 관광여가 패턴변화를 분석하여 가족단위 중심의 휴가, 지역적 문화격차 등을 확인한 바 있다.

네이버클라우드는 행정안전부를 비롯한 정부가 네이버 데이터를 활용해 정책, 현안, 국민 관심사 등을 분석할 수 있도록 경쟁력 있는 서비스 제공을 지속한다는 방침이다. 데이터 박스에서는 하둡 클러스터 및 텐서플로우 등 첨단 분석 플랫폼을 제공하고 있어 빅데이터의 효율적인 분석이 가능하며, 만약 빅데이터 처리가 익숙하지 않거나 맞춤 분석이 필요할 경우 클라우드 데이터 박스에 대한 이해도가 높은 파트너사를 통해 분석을 지원한다. 궁극적으로 국민?기업?정부가 함께 사회문제를 해결하고 새로운 가치 창출을 위한 기반을 마련한다는 계획이다.

네이버클라우드 공공세일즈 김준범 이사는 “클라우드 데이터 박스 서비스는 공공 분야 뿐만 아니라 민간에서도 기술 검증(POC, Proof of Concept) 등을 위해 도입 문의가 활발한 상황이다”며 “정교하고 실효성 높은 데이터 분석을 위해 경쟁력 있는 데이터 및 분석 플랫폼을 지속해서 추가할 예정”이라고 밝혔다.",IT 일반,https://imgnews.pstatic.net/image/022/2022/09/23/20220921516824_20220923210205218.png?type=w647,https://n.news.naver.com/mnews/article/022/0003737681?sid=105,2022.09.23. 오후 9:02
3,세계일보,"네이버-라인 넥스트, 엔터 NFT 서비스 ‘나우드롭스’ 정식 출시","나우가 제공하는 콘텐츠에 담긴 아티스트의 소중한 순간을 이용자가 직접 NFT로 발행해 간직할 수 있는 서비스

네이버 제공.

네이버가 라인 넥스트와 함께 NOW.(이하 나우) 콘텐츠를 활용한 NFT 서비스인 ‘나우드롭스(NOW. Drops)’를 정식 출시했다고 21일 밝혔다.

나우드롭스는 나우가 제공하는 콘텐츠에 담긴 아티스트의 소중한 순간을 이용자가 직접 NFT로 발행해 간직할 수 있는 서비스다.

라인 넥스트의 글로벌 NFT 플랫폼 도시(DOSI)의 엔터테인먼트 NFT 서비스인 ‘AVA(에이바)’ 스토어에서 나우드롭스를 만나볼 수 있다.

아티스트의 퍼포먼스 영상과 비하인드 영상 등을 오직 나우에서 감상할 수 있으며, 이용자는 마음에 드는 영상을 크리스탈에 담아 소장할 수 있다.

크리스탈은 NFT를 구매할 수 있는 수단이자 NFT로 발행한 영상이 보관되는 곳이다. 크리스탈을 구매한 이용자를 대상으로 컴백 응원 배너 및 문구를 직접 투표해서 정할 수 있는 이벤트도 진행된다.

NFT가 생소한 이용자도 간편하게 아티스트의 NFT를 발행하고 거래할 수 있다.

사회관계망서비스(SNS) 계정을 통해 NFT 지갑인 ‘도시 월렛(DOSI Wallet)’에 쉽게 로그인하고, 네이버페이(국내)와 신용·체크카드(해외) 등으로 간편하게 결제할 수 있어 NFT 거래에 대한 접근성이 훨씬 높다.

라인 넥스트는 추후 AVA(에이바) 마켓을 론칭해 이용자들이 소장한 크리스탈을 서로 거래할 수 있도록 지원할 예정이다.

나우드롭스의 첫 번째 아티스트인 NMIXX(엔믹스)는 19일 나우에서만 공개되는 컴백 쇼케이스를 시작으로 20일에는 나우 오리지널 쇼 ‘NEXTREND’에 출연해 본격적으로 컴백 활동을 시작했다.

이용자는 나우드롭스에서 컴백 쇼케이스 무대와 백스테이지 영상, NEXTREND의 미공개 영상 등을 28일까지 구매할 수 있다.

콘텐츠를 정식으로 공개하기 전인 지난 5일, 나우드롭스는 8일간 NMIXX(엔믹스)의 NFT를 무료로 소장할 수 있도록 추첨을 통해 크리스탈을 제공하는 ‘에어드랍’을 진행했으며, 이벤트 기간 동안 1만명 이상의 이용자가 에어드랍을 신청했다는 후문이다.

네이버 NOW. 서비스 공진환 책임리더는 “나우드롭스는 나우의 오리지널 콘텐츠 제작력과 라인 넥스트의 기술력을 기반으로 NFT 시장의 새로운 가능성을 여는 서비스”라며 “나우는 NFT 콘텐츠 파트너로서 더 다채로운 콘셉트와 형식의 콘텐츠를 제공해 이용자들에게 새로운 경험을 선사할 것”이라고 말했다.",IT 일반,https://imgnews.pstatic.net/image/022/2022/09/22/20220921511102_20220922190203228.png?type=w647,https://n.news.naver.com/mnews/article/022/0003737260?sid=105,2022.09.22. 오후 7:02
4,디지털데일리,"네이버클라우드, 온라인 마켓 관리 서비스 ‘마켓팟’ 출시","[디지털데일리 이종현기자] 네이버클라우드는 온라인 마켓 관리 서비스 ‘마켓팟’을 출시했다고 29일 밝혔다. 중소규모 이커머스 셀러들의 효율적인 마켓 통합 관리를 지원하는 기능을 제공한다는 것이 회사 측 설명이다.

마켓팟은 온라인 판매에 필요한 기능을 활용할 수 있는 서비스형 소프트웨어(SaaS)다. 특장점으로 꼽는 것은 높은 연동성인데, 로그인 한 번으로 연동된 각 마켓의 상품 등록 및 수정, 주문, 재고, 배송 현황 등을 파악해 통합 관리할 수 있다.

네이버 스마트 스토어, 11번가, 쿠팡, 지마켓, 옥션 등 주요 온라인 마켓과 연동할 수 있다. 판매자는 상황에 따라 가격을 설정하고 판매처별 주문을 자동 수집해 누락없이 송장 등록부터 배송까지 빠르게 처리할 수 있다.

수집된 배송 건수는 입고된 상품 수와 비교해 재고 현황을 파악하도록 지원한다. 고객 문의 역시 한 번에 수집해 더 빠른 응대로 고객 만족도를 높일 수 있으며, 마케팅을 위한 문자 및 메일 발송 기능도 갖췄다.

서비스는 가입비나 설치비 등 최초 납입 요금 없이 이용 가능하다. 요금제는 베이직과 프리미엄으로 나뉜다. 베이직 요금제의 경우 월 12만9000원으로, 저장공간 및 전송량 50기가바이트(GB)와 상품 전송 수 2000개를, 프리미엄 요금제는 저장공간 80GB와 전송량 200GB, 상품 전송 수 무제한 등을 기본 제공한다.

네이버클라우드는 마켓팟 출시를 기념해 1+3개월 무료 이용 프로모션도 마련했다. 가입 고객 중 12월 31일까지 프로모션을 신청한 고객을 대사응로는 가입 시점부터 1개월간 무료 이용을, 3개월간은 초과 요금 및 부가 서비스 요금을 제외한 무료 이용을 지원한다.

네이버클라우드 전략·기획 총괄 한상영 상무는 “마켓팟을 통해 다양한 온라인 마켓을 운영하는 중소형 사업자들도 네이버클라우드 서비스를 이용해 사업을 할 수 있다”며 “앞으로도 연동 마켓 및 부가 서비스 확대, 기능 개선 등 서비스 향상을 통해 폭넓은 이커머스 특화 서비스 로드맵을 확대하는 한편, 온라인 셀러의 업무 효율화와 편의를 위해 노력하겠다”고 말했다.

한편 네이버클라우드는 산업 및 용도별로 최적화된 클라우드 서비스를 제공하는 ‘버티컬 솔루션’ 전략을 통해 SaaS 중심의 비즈니스를 확장하고 있다. 이번 마켓팟 출시도 이커머스에 특화된 비즈니스 솔루션 저변 확대 전략의 일환이다. 자체 SaaS 상품에 더해 타 커머스 솔루션과 연동을 통한 서비스 사용성 확장에도 집중한다는 전략이다.",컴퓨터,https://imgnews.pstatic.net/image/138/2022/09/29/0002133613_001_20220929114101341.png?type=w647,https://n.news.naver.com/mnews/article/138/0002133613?sid=105,2022.09.29. 오전 11:41
5,ZDNet Korea,"네이버클라우드, '클라우드 엑스포 아시아 2022' 참가","네이버클라우드(대표 박원기∙김유원)는 오는 10월 12일부터 13일까지 싱가포르 마리나베이샌즈 엑스포 컨벤션 센터에서 열리는 ‘클라우드 엑스포 아시아 2022‘에 참가한다고 28일 밝혔다.

네이버클라우드는 ‘Break Through with NAVER Cloud(네이버클라우드와 함께 나아가다)’를 주제로 전시 부스를 운영하며 자사 및 네이버가 보유한 세계 최고 수준의 기술력을 알릴 예정이다. ‘CLOVA AI 체험존’에서 클라우드, IT, 금융, 정부, 공공기관 등을 위한 네이버클라우드 기술을 직접 경험해볼 수 있다. 네이버랩스의 멀티 로봇 지능 시스템 ‘아크(ARC)’ 등 ‘팀 네이버’의 기술력도 선보인다. 네이버웍스를 비롯한 스마트워크 솔루션 및 보안 기술도 소개할 계획이다.

기술력 외에도 네이버클라우드와 동반 성장을 이뤄낸 다양한 고객 사례를 공유하며 신뢰로 쌓아온 브랜드 가치를 알린다. 스타트업의 성장에 꼭 필요한 클라우드 인프라 지원을 비롯해 다양한 교육 및 기술 컨설팅 혜택을 제공하는 프로그램인 ‘그린하우스’를 소개할 예정이다. 이를 통해 클라우드 기반으로 선순환 생태계 구축에 힘쓰는 네이버클라우드의 상생 체계를 부각한다는 방침이다.

네이버클라우드는 다음달 12일과 13일 싱가포르에서 열리는 클라우드 엑스포 아시아 2022 행사에 참가한다.

엑스포 기간 중에는 ‘디지털 트랜스포메이션’’에서 발표도 진행한다. 네이버클라우드 동남아 사업 개발담당 안홍석 이사가 ‘다섯 가지 클라우드 트렌드와 실용적 접근법’, 네이버클라우드의 게임 고객사인 위메이드 맥스의 오병훈 실장이 ‘글로벌 게임 서비스를 위한 클라우드’를 주제로 발표할 예정이다.

전시회 이후 글로벌 시장 내 입지 강화를 위해 동남아 스타트업 성장을 위한 업무협약(MOU) 및 파트너십을 맺으며 네트워크 확대를 이어나간다. 싱가포르 최대 규모 스타트업 협회 ▲ACE ▲인텔 등과 아시아 시장 진출을 위한 협력을 공고화하기 위한 MOU를 체결한다. 이밖에 싱가포르 게임협회(SGGA)와 동남아 게임 스타트업 성장을 위한 파트너십 체결이 예정됐다.

네이버클라우드 박원기 대표는 “클라우드 기반의 선순환 생태계를 구축하고 고객과 가장 가까운 곳에서 비즈니스 성공을 실현해 나가는 것이 네이버클라우드의 미션”이라며 “국내를 넘어 글로벌 시장에서도 건강한 IT 생태계를 구축하고 지역별, 산업별로 다양한 솔루션을 개발해 글로벌 시장을 적극 공략할 것”이라고 밝혔다.",컴퓨터,https://imgnews.pstatic.net/image/092/2022/09/28/0002269393_001_20220928182201282.png?type=w647,https://n.news.naver.com/mnews/article/092/0002269393?sid=105,2022.09.28. 오후 6:22
6,디지털데일리,"네이버파이낸셜, 하나은행과 혁신금융 협력…‘네이버페이 머니 하나 통장’ 출시키로","박상진 네이버파이낸셜 대표(왼쪽), 박성호 하나은행장(오른쪽)
[디지털데일리 이상일기자] 네이버파이낸셜과 디지털 뱅킹의 선두주자 하나은행이 ‘혁신금융’을 위해 힘을 모았다.

네이버파이낸셜(대표이사 박상진)은 지난 23일 하나은행 을지로 본점에서 하나은행(은행장 박성호)과 ‘금융소비자 편익을 위한 혁신금융서비스 제공’에 관한 업무제휴 협약을 체결했다고 밝혔다. 

이번 협약을 통해 양사는 ▲금융소비자가 안전하고 편리하게 이용할 수 있는 혁신적 금융서비스 ▲디지털 금융 환경에 맞는 금융상품 및 서비스의 공동기획과 기술개발 등으로 금융소비자에게 새로운 혁신의 경험을 제공해나갈 예정이다. 

양사는 제휴 협력의 첫 사례로, 선불충전금에 대한 예금자 보호와 이자 혜택, 결제시 적립까지 모두 누릴 수 있는 ‘네이버페이 머니 하나 통장’을 오는 10월 선보일 계획이다. ‘네이버페이 머니 하나 통장’은 네이버페이 이용자가 선불충전금을 하나은행 제휴계좌에 보관하며 이자 혜택을 받고, 네이버페이를 통해 결제할 때마다 계좌에서 자동으로 선불충전이 이루어지는 연계서비스로, 지난 7일 금융위원회는 이를 혁신금융서비스로 지정한 바 있다. 

네이버파이낸셜 박상진 대표는 “네이버페이 머니 하나 통장은 금융소비자의 편의성과 안전성을 높임과 동시에 혜택을 극대화한 서비스”라며, “이를 시작으로 혁신적 금융을 위한 양사간 협력을 지속할 것”이라고 밝혔다. 

박성호 하나은행장은 “이번 협약을 통해 두 회사는 금융과 결제, 은행과 핀테크라는 각자의 영역을 넘어서게 됐다”며, “혁신금융 제공과 손님의 혁신 경험 창출이라는 공동의 목표를 위해 양사가 함께 새로운 금융문화를 만들어 나가겠다”고 밝혔다",컴퓨터,https://imgnews.pstatic.net/image/138/2022/09/25/0002133254_001_20220925114101364.jpg?type=w647,https://n.news.naver.com/mnews/article/138/0002133254?sid=105,2022.09.25. 오전 11:41
7,디지털데일리,"네이버클라우드, 뉴욕서 열린 ‘한-미 스타트업 서밋’ 참여","한-미 스타트업 서밋서 운영된 네이버클라우드 부스
[디지털데일리 이종현기자] 네이버클라우드는 미국 뉴욕 현지시각 9월 20일부터 21일까지 진행된 한-미 스타트업 서밋에 국내 대표 빅테크 기업으로 참가했다고 22일 밝혔다. 스타트업 생태계 발전 및 글로벌 진출 확대를 위한 첨병 역할을 수행했다는 설명이다.

이번 행사는 중소벤처기업부(이하 중기부), 중소기업중앙회, 창업진흥원, 대·중소기업·농어업협력재단 등이 공동 주최했다. 한·미 양국이 모여 스타트업 생태계를 연결 및 확장해 창업 활성화를 이루고, 유니콘 기업 육성 발판을 마련하자는 취지에서 기획됐다.

네이버클라우드는 행사 기간 동안 자사의 지원을 받은 5개 스타트업과 함께 약 98제곱미터(㎡) 규모의 공동관 부스를 운영했다. 대기업 밋업, 글로벌 기업 잔담회 및 세리머니 세션 등 중요 행사에 참여했다.

행사 양일간 공동관에서는 한·미 대기업 오픈 이노베이션 사례와 협력 스타트업 소개, 한·미 스타트업 간 만남의 장이 마련됐다. 네이버클라우드는 기술 리더십, 초거대 데이터센터, 글로벌 비즈니스, 동반 성장을 테마로 자사의 핵심 가치와 세계 최고 수준의 기술력을 소개했다.

네이버클라우드와 함께 부스를 운영한 스타트업은 ▲자율 주행 시뮬레이션 플랫폼 ‘모라이’ ▲5세대 통신(G) 기반의 드론관제 솔루션 기업 ‘아르고스다인’ ▲스마트팩토리 설비예지보전 솔루션 전문기업 ‘퓨처메인’ ▲산업 현장에 필요한 첨단 증강현실 개발 기업 ‘아리아엣지’ ▲환경·사회·지배구조(ESG) 특화 B2B 디지털 솔루션 기업 ‘아이이에스지’ 등이다.

행사 2일차인 21일에는 한-미 글로벌 빅테크 기업 전문가들이 모인 글로벌 대기업 좌담회 및 K-스타트업 공동육성 세리머니 등이 진행됐다. 좌담회에는 중기부 이영 장관을 비롯해 네이버클라우드 박원기 대표, 현대자동차 공영운 사장, 구글 카란 바티아(Karan Bhatia) 부사장, 오라클 데이브 로젠버그(Dave Rosenberg) 수석부사장 등이 참석했다.

네이버클라우드에 따르면 박원기 대표를 비롯한 글로벌 대기업 임원들은 블록체인, 인공지능(AI), 디지털 트윈 등 미래 핵심 기술에 대한 전망을 각각 제시했다. 이와 더불어 딥테크 기술 발전에 스타트업의 역할이 매우 크다고 의견을 모았다고 전했다.

박원기 네이버클라우드 대표는 “네이버클라우드가 보유한 고유한 기술 경쟁력으로 다양한 파트너와 중소기업, 스타트업이 국내를 넘어 글로벌에서 함께 성공사례를 만들도록 노력하겠다”는 포부를 전하며 “이번 글로벌 행사 참여를 시작으로 향후 한층 활발한 투자와 기술개발로 세계로 뻗어나가는 K-클라우드, K-테크의 우수성을 알리는 데 더욱 집중할 것”이라고 말했다.

이영 장관은 “이번 서밋을 통해 한-미 양국 스타트업 생태계 관계자들의 스타트업 지원 의지를 다시 확인하는 계기가 됐다”며 “한-미 스타트업 생태계 협력을 바탕으로 ‘K-스타트업’이 전 세계로 뻗어나가 글로벌 유니콘으로 성장하길 기대한다”고 피력했다.",컴퓨터,https://imgnews.pstatic.net/image/138/2022/09/22/0002133152_001_20220922171701366.jpg?type=w647,https://n.news.naver.com/mnews/article/138/0002133152?sid=105,2022.09.22. 오후 5:17
